7.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.209999999999999432e+01,9.900000000000000000e+01,7.452999999999999545e+02,9.599999999999999645e+00,1.980000000000000071e+01,4.700000000000000000e+01,2.700000000000000178e+00,0.000000000000000000e+00,1.000631880307905952e+00
3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.100000000000000000e+01,1.295000000000000000e+02,6.926000000000000227e+02,7.000000000000000000e+00,1.390000000000000036e+01,5.900000000000000000e+01,6.299999999999999822e+00,0.000000000000000000e+00,2.504709277084180119e+00
8.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.490000000000000568e+01,3.279999999999999716e+01,6.642000000000000455e+02,3.000000000000000000e+00,1.910000000000000142e+01,3.200000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.862528540116262343e+00
4.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.720000000000000284e+01,2.389999999999999858e+01,6.470000000000000284e+01,4.099999999999999645e+00,1.400000000000000000e+01,3.900000000000000000e+01,3.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.429999999999999716e+01,8.509999999999999432e+01,6.922999999999999545e+02,1.590000000000000036e+01,2.539999999999999858e+01,2.400000000000000000e+01,3.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.370000000000000284e+01,2.310999999999999943e+02,7.151000000000000227e+02,8.400000000000000355e+00,2.689999999999999858e+01,3.100000000000000000e+01,3.600000000000000089e+00,0.000000000000000000e+00,1.785070481077258409e+00
7.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.309999999999999432e+01,1.804000000000000057e+02,4.308000000000000114e+02,1.100000000000000000e+01,2.689999999999999858e+01,2.800000000000000000e+01,5.400000000000000355e+00,0.000000000000000000e+00,4.471067201464610896e+00
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.050000000000000000e+01,1.968000000000000114e+02,6.498999999999999773e+02,1.630000000000000071e+01,1.180000000000000071e+01,8.800000000000000000e+01,4.900000000000000355e+00,0.000000000000000000e+00,2.371177884459657381e+00
3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.050000000000000000e+01,9.670000000000000284e+01,7.505000000000000000e+02,1.140000000000000036e+01,2.060000000000000142e+01,5.500000000000000000e+01,5.400000000000000355e+00,0.000000000000000000e+00,3.242201650171697480e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.440000000000000568e+01,2.719999999999999929e+01,3.535000000000000000e+02,6.799999999999999822e+00,4.799999999999999822e+00,5.700000000000000000e+01,8.500000000000000000e+00,0.000000000000000000e+00,2.300583090323372826e+00
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.550000000000000000e+01,9.990000000000000568e+01,5.132999999999999545e+02,1.319999999999999929e+01,2.330000000000000071e+01,3.100000000000000000e+01,4.500000000000000000e+00,0.000000000000000000e+00,4.382549309311553065e-01
7.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.140000000000000568e+01,1.424000000000000057e+02,6.013999999999999773e+02,1.059999999999999964e+01,2.010000000000000142e+01,3.900000000000000000e+01,5.400000000000000355e+00,0.000000000000000000e+00,1.319085611426440652e+00
4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.170000000000000284e+01,1.142999999999999972e+02,6.612999999999999545e+02,6.299999999999999822e+00,1.760000000000000142e+01,4.500000000000000000e+01,3.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
